DriverID,GivenName
215,Ning
216,Ye
217,Li
218,Chung
219,De
220,Tao
221,Chung
222,Hsin
223,Dong
224,Hui
225,"Yi Jie"
226,Ning
227,Jin
228,Yul
229,Fai
230,Park
231,Kang
232,E
233,Sun
234,Jin
235,Dong
236,Ming
237,Hui
238,Yul
239,Feng
240,Chen
241,Jian
242,Li
243,Dong
244,Mulan
245,Mulan
246,Jian
247,Ju
248,"Li Ming"
249,Cheng
250,"Li Hua"
251,Shi
252,Lee
253,Chyou
254,Hui
255,Cheng
256,Long
257,Song
258,Shen
259,Sying
260,Feng
261,Jian
262,"Yue Yan"
263,On
264,Peng
265,Wen
266,Ye
267,Hui
268,Hu
269,"Yu Jie"
270,Yong
271,Shaiming
272,Ning
273,Song
274,Tao
275,"Chan Juan"
276,"Yi Min"
277,Qi
278,Lee
279,Feng
280,Fai
281,Sun
282,Dai
283,"Yue Yan"
284,Qiang
285,Qiang
286,You
287,Sying
288,De
289,Bao
290,Yuan
291,Cheng
292,Li
293,Jun
294,Chung
295,Cai
296,Jian
297,Wang
298,Wen
299,Wei
300,Guang
301,Chi
302,Guo
303,Lian
304,Yuan
305,Park
306,De
307,Feng
308,Kong
309,Donglu
310,Sying
311,Tain
312,Chang
313,Chan
314,Feng
315,Dong
316,An
317,Dewei
318,Hui
319,Li
320,Yul
321,Guang
322,Song
323,Bao
324,Wu
325,Sheng
326,Kang
327,Donglu
328,Jun
329,"Zhen Juan"
330,Qiang
331,Feng
332,Bao
333,Chen
334,Chow
335,Wen
336,Long
337,Wan
338,Li
339,Jian
340,Zhen
341,Bao
342,Ai
343,Shing
344,"Chan Juan"
345,Yi
346,Peng
347,Shi
348,"Li Ming"
349,"Yue Yan"
350,Dewei
351,Lok
352,Shaiming
353,"Xiao Chen"
354,"Yue Wan"
355,Gang
356,Hui
357,Kuan-Yin
358,Wen
359,Kuan-Yin
360,"Yue Ying"
361,Gang
362,Dong
363,Wu
364,Shaiming
365,Wei
366,Gang
367,Wen
368,Yuan
369,Shuang
370,Sheng
371,Ni
372,Sun
373,Li
374,Hua
375,Fai
376,Cong
377,Ho
378,De
379,Lei
380,Guo
381,Wen
382,Ming
383,Wang
384,Ming
385,Shen
386,Wang
387,Sun
388,Ho
389,Li
390,Lian
391,Mee
392,Wan
393,Lok
394,Peng
395,Qiang
396,Xia
397,Kong
398,Hsin
399,"Qing Yuan"
400,Chi
401,Cheng
402,On
403,Meng
404,Wang
405,Jian
406,Qiang
407,Dong
408,Long
409,On
410,Cai
411,An
412,An
413,Bao
414,"Li Ming"
415,Cong
416,"Jiang Li"
417,Qing
418,Sying
419,Ye
420,Dewei
421,Xue
422,Liang
423,Chan
424,Guang
425,Shaiming
426,Gang
427,Chan
428,Jin
429,Sheng
430,Qiang
431,Lok
432,Huan
433,Sying
434,Shing
435,Tain
436,Xiaoming
437,Cai
438,Yul
439,Cong
440,Juan
441,Lee
442,Chan
443,"Yi Jie"
444,"Yu Jie"
445,Xiong
446,"Li Qin"
447,Guo
448,Liang
449,Hu
450,Ho
451,Tao
452,Hong
453,Wu
454,Wu
455,Li
456,Li
457,Bo
458,Lei
459,Jun
460,Yong
461,Xue
462,Liang
463,Chen
464,Lee
465,Long
466,Juan
467,Jian
468,Yuan
469,Lok
470,Gang
471,Lee
472,Wu
473,Yun
474,Wen
475,Park
476,Yong
477,Qiang
478,Shaiming
479,Shen
480,Chyou
481,Lian
482,Wu
483,"Xiao Chen"
484,Shu
485,Shi
486,Jian
487,"Xiao Hong"
488,Wen
489,Chung
490,Jun
491,Yong
492,Ming
493,Kuan-Yin
494,E
495,Cong
496,Sying
497,Peng
498,Wen
499,Zhen
500,Manchu
501,Hu
502,Mingmei
503,"Yi Ze"
504,"Yue Ying"
505,Ming
506,"Yi Jie"
507,Jie
508,Ho
509,Lian
510,"Qing Yuan"
511,Yul
512,An
513,Shing
514,"Yue You"
515,Xiang
516,Tain
517,Cheng
518,Dai
519,Gang
520,Liang
521,Liang
522,Yuan
523,Peng
524,Kong
525,Lee
526,Shuang
527,Lok
528,Chung
529,Shaiming
530,Shan
531,Huan
532,Wen
533,Wei
534,Shi
535,Donglu
536,Ning
537,Lei
538,Shu
539,Mulan
540,Kong
541,Shaiming
542,Xia
543,Shaiming
544,Liang
545,Zi
546,Yi
547,Yul
548,"Li Qin"
549,Tao
550,Zi
551,Shen
552,Yuan
553,An
554,Wu
555,Chen
556,Qian
557,Xian
558,Ho
559,Yuan
560,Cong
561,Lien
562,Xiong
563,Yong
564,Ming
565,Jiao
566,Chung
567,Dewei
568,Shi
569,Sun
570,Ju
571,Jie
572,Dong
573,Jiao
574,Jun
575,Shi
576,Dong
577,Kang
578,Shen
579,Chyou
580,Yul
581,Yong
582,Jin
583,An
584,Xiong
585,Yuan
586,Ye
587,Shi
588,Liang
589,Fang
590,Chang
591,Meng
592,Mulan
593,Lok
594,Sheng
595,Chung
596,Zhen
597,Cai
598,Lei
599,Yuan
600,Gang
601,Sheng
602,Da-Xia
603,Wang
604,Jian
605,Cheng
606,"Li Hua"
607,Dai
608,Jian
609,Kang
610,Fai
611,Ho
612,Yi
613,Zhen
614,Sheng
615,Long
616,You
617,Kong
618,Long
619,Gang
620,Kuan-Yin
621,Lee
622,Park
623,Jun
624,Sheng
625,Kong
626,Wu
627,Wei
628,Kuan-Yin
629,Jin
630,Sun
631,Wang
632,Tain
633,Qing
634,Guan-yin
635,Lei
636,Long
637,Shi
638,Feng
639,Guang
640,Dewei
641,Liang
642,Qiong
643,Yi
644,Ping
645,Heng
646,Guo
647,Lien
648,Chan
649,An
650,Zhu
651,Wen
652,Wang
653,Ning
654,Yong
655,Cheng
656,"Yan Yan"
657,"Xue Fang"
658,Hu
659,Jin
660,Tao
661,Chi
662,Fen
663,Zhen
664,Ling
665,Da-Xia
666,Jian
667,Jun
668,Lan
669,Sun
670,Guang
671,Jiao
672,Yul
673,Sying
674,Kong
675,Shan
676,Hui
677,Rong
678,Na
679,Kang
680,Sying
681,On
682,Lian
683,Kong
684,Cheng
685,Zhen
686,Park
687,Kang
688,Qing
689,Jin
690,Kuan-Yin
691,Lixue
692,Shing
693,"Qing Yuan"
694,Sun
695,Lei
696,Lee
697,Manchu
698,Tain
699,Hsin
700,Wu
701,"Xin Qian"
702,Da-Xia
703,Chen
704,Cai
705,Qiang
706,Rong
707,On
708,Ting
709,Peng
710,Wu
711,Bao
712,Mei
713,Cai
714,"Xiao Chen"
715,Dan
716,Rong
717,Dewei
718,Song
719,Yong
720,Zhen
721,You
722,Jin
723,You
724,Guang
725,"Huan Yue"
726,Qiao
727,Chi
728,Xian
729,"Xiao Hong"
730,Wu
731,Peng
732,Bo
733,Shaiming
734,Zhen
735,Gang
736,Bo
737,Ning
738,Dong
739,Feng
740,Ho
741,Shing
742,On
743,An
744,You
745,"Yue Ying"
746,"Yue Yan"
747,Wu
748,Wu
749,Lee
750,Kuan-Yin
751,Cai
752,Lee
753,Sun
754,"Xiao Chen"
755,Meng
756,Kong
757,Park
758,Hui
759,Yuan
760,Lin
761,"Yan Yan"
762,Wang
763,Kuan-Yin
764,Chi
765,"Yi Ze"
766,Shuang
767,Manchu
768,"Li Wei"
769,Wen
770,Hu
771,Hu
772,Peng
773,Tain
774,Chung
775,An
776,On
777,Mingmei
778,Jie
779,Qiang
780,Fai
781,Shing
782,Wen
783,Kang
784,"Yi Min"
785,Shu
786,Dewei
787,Lei
788,Zhen
789,Ming
790,Tao
791,Hsin
792,Xiong
793,Park
794,"Zhen Juan"
795,Cong
796,Jun
797,Ning
798,Manchu
799,Zhen
800,Cong
801,Lei
802,Jin
803,An
804,Shen
805,Meng
806,Kuan-Yin
807,Xiong
808,Chi
809,Lian
810,Yul
811,Yuan
812,Cong
813,Sying
814,You
815,Shi
816,Wei
817,Yul
818,Mee
819,Zhen
820,Hu
821,Juan
822,E
823,Wang
824,Hu
825,Lian
826,Jie
827,Shen
828,Shi
829,Lei
830,Jin
831,Wang
832,"Li Qin"
833,Shu
834,Fai
835,On
836,Chan
837,Xiuxiu
838,Cheng
839,Meng
840,Kang
841,Guan-yin
842,Park
843,Kang
844,Lixue
845,De
846,Tao
847,Yan
848,Tao
849,Kang
850,An
851,Feng
852,Long
853,Tao
854,Kang
855,Sun
856,Gang
857,Cong
858,"Li Ming"
859,An
860,Jin
861,Wang
862,Cheng
863,Dong
864,Manchu
865,Chen
866,Ho
867,Shaiming
868,Liang
869,Kuan-Yin
870,Feng
871,On
872,Xue
873,Cong
874,Kuan-Yin
875,Cai
876,Lili
877,Hui
878,Sun
879,Dong
880,Shaiming
881,Kuan-Yin
882,Wei
883,Manchu
884,Sun
885,Xiu
886,Zhi
887,Ming
888,Meng
889,Cong
890,Guo
891,E
892,Dong
893,Dong
894,Ning
895,Cai
896,An
897,Lian
898,Wu
899,Lei
900,Ning
901,Shi
902,Tao
903,Yuan
904,Ming
905,"Yue Ying"
906,Cong
907,Li
908,Bao
909,Juan
910,Dewei
911,Xiong
912,Liang
913,Shi
914,Rong
915,Zhen
916,Wen
917,Kong
918,Ai
919,Cheng
920,Guang
921,Shu
922,Chi
923,Bo
924,Wang
925,Meng
926,Song
927,Hsin
928,Song
929,Guang
930,Li
931,Chen
932,Shi
933,Lian
934,Hong
935,Ye
936,"Hui Ying"
937,Sun
938,Manchu
939,Lee
940,Lok
941,Song
942,Chung
943,Jie
944,Yu
945,Yuan
946,Fen
947,Sun
948,Liang
949,Ling
950,Shuang
951,Ming
952,Shen
953,Zhi
954,Tain
955,Yi
956,Kong
957,Ming
958,Wen
959,Cong
960,Dewei
961,Lei
962,Cai
963,Gang
964,Yuan
965,Sheng
966,Wu
967,Xiong
968,Kuan-Yin
969,Liang
970,Lian
971,Wei
972,Sying
973,Peng
974,Chyou
975,Fai
976,Chen
977,Hui
978,Kang
979,Sheng
980,Park
981,Fai
982,"Yi Ze"
983,Sying
984,De
985,Bao
986,Gang
987,Lok
988,Ju
989,Ho
990,Cai
991,Feng
992,Guang
993,Fai
994,Chan
995,Lian
996,Jian
997,Li
998,You
999,Ming
1000,Shi
1001,Ho
1002,Wei
1003,Fai
1004,Jin
1005,Shi
1006,Yi
1007,Bo
1008,Chung
1009,Tain
1010,"Yue Yan"
1011,Da-Xia
1012,Juan
1013,Feng
1014,Kuan-Yin
1015,"Chan Juan"
1016,Dong
1017,Sheng
1018,Liang
1019,Jun
1020,You
1021,Shi
1022,"Yan Yan"
1023,Rong
1024,Shing
1025,Wang
1026,Cai
1027,"Lin Yao"
1028,Cong
1029,Bo
1030,Shu
1031,Shaiming
1032,Feng
1033,Peng
1034,"Yue Yan"
1035,Yong
1036,Chen
1037,Feng
1038,Sun
1039,Chung
1040,"Li Hua"
1041,Yul
1042,Chen
1043,Chan
1044,"Jia Li"
1045,Guang
1046,Hu
1047,Jing
1048,Ju
1049,Guan-yin
1050,Meng
1051,Yul
1052,Manchu
1053,Peng
1054,Ye
1055,Zhi
1056,Lan
1057,Li
1058,Tain
1059,Long
1060,Fai
1061,Dewei
1062,Cai
1063,Kong
1064,Xiong
1065,Dong
1066,Bao
1067,Bao
1068,Guo
1069,Ping
1070,Fai
1071,Ming
1072,Yong
1073,Genji
1074,Kang
1075,Bo
1076,Lixue
1077,Shen
1078,Wei
1079,"Yu Jie"
1080,Cai
1081,Cong
1082,Jing
1083,Xiong
1084,Song
1085,Jun
1086,Sun
1087,"Li Qin"
1088,Xia
1089,Jian
1090,Hui
1091,Ping
1092,Kong
1093,Shan
1094,"Yu Jie"
1095,Hui
1096,Cong
1097,Park
1098,Cheng
1099,Hui
1100,Xue
1101,Xian
1102,Chi
1103,"Fang Yin"
1104,Shing
1105,Feng
1106,Li
1107,Chen
1108,Qi
1109,Jin
1110,"Xiao Hong"
1111,Park
1112,Wei
1113,Shi
1114,Shi
1115,Da-Xia
1116,Hong
1117,Fai
1118,Manchu
1119,"Yan Yan"
1120,Hui
1121,Hu
1122,Xiang
1123,Chung
1124,"Li Na"
1125,Qing
1126,Jin
1127,Wu
1128,Meng
1129,Li
1130,Wu
1131,Kuan-Yin
1132,Xiong
1133,"Yu Jie"
1134,Qing
1135,On
1136,Hu
1137,Kuan-Yin
1138,Sun
1139,Fai
1140,On
1141,Peng
1142,Yuan
1143,Kong
1144,Shaiming
1145,Yong
1146,Gang
1147,Lian
1148,Guang
1149,Chen
1150,Jun
1151,Hsin
1152,Xiaoming
1153,Manchu
1154,Wen
1155,Liang
1156,Xue
1157,Long
1158,Heng
1159,Long
1160,"Lin Yao"
1161,"Yue Wan"
1162,Xiang
1163,Wu
1164,Fai
1165,"Jia Li"
1166,Zhen
1167,Feng
1168,Wei
1169,Jian
1170,Lei
1171,Shing
1172,"Li Hua"
1173,Shaiming
1174,De
1175,Lili
1176,Ming
1177,Jin
1178,Cheng
1179,Hu
1180,Feng
1181,Hong
1182,Hsin
1183,Jian
1184,"Qing Yuan"
1185,Dong
1186,Sheng
1187,Fai
1188,Chi
1189,Chan
1190,"Jiang Li"
1191,Lin
1192,Chan
1193,Juan
1194,Chen
1195,Lee
1196,Chan
1197,Hsin
1198,Yuan
1199,Wu
1200,Sun
1201,Ye
1202,On
1203,Gang
1204,Shen
1205,Sun
1206,Li
1207,Manchu
1208,Zhen
1209,Fang
1210,Zi
1211,Liang
1212,Wen
1213,Hu
1214,Ling
1215,Qiang
1216,Hu
1217,Wei
1218,"Lin Yao"
1219,An
1220,Liang
1221,Bao
1222,Wei
1223,Wen
1224,Cong
1225,Hui
1226,Chung
1227,Jin
1228,"Yi Min"
1229,"Li Wei"
1230,Cheng
1231,Ye
1232,Zhen
1233,Chi
1234,Jie
1235,Sying
1236,Park
1237,Lili
1238,Lian
1239,Chang
1240,De
1241,De
1242,Mulan
1243,"Li Ming"
1244,Shi
1245,Cong
1246,Cai
1247,Tao
1248,Fai
1249,Ye
1250,Xue
1251,Xian
1252,Kuan-Yin
1253,Xiong
1254,Guang
1255,On
1256,Qiang
1257,Bao
1258,Ting
1259,Chan
1260,Xiong
1261,Shen
1262,Li
1263,Park
1264,Bao
1265,Kuan-Yin
1266,Li
1267,Hui
1268,Yul
1269,"Jiang Li"
1270,Sun
1271,Wei
1272,Chen
1273,Kang
1274,Shi
1275,Wei
1276,Hui
1277,Jin
1278,Fen
1279,Hsin
1280,Feng
1281,"Jiang Li"
1282,Lei
1283,Jun
1284,Bo
1285,Jian
1286,Shen
1287,Lei
1288,Lian
1289,Yong
1290,Dong
1291,"Huan Yue"
1292,Guang
1293,Hui
1294,Shaiming
1295,Wu
1296,Shaiming
1297,Zhen
1298,Da-Xia
1299,Liang
1300,Jun
1301,Gang
1302,Guo
1303,Yuan
1304,Kuan-Yin
1305,Manchu
1306,Jin
1307,Cong
1308,"Yu Jie"
1309,Chung
1310,Feng
1311,Park
1312,Song
1313,"Yan Yan"
1314,Ye
1315,Tain
1316,Qiang
1317,Jing
1318,Qiao
1319,"Fang Yin"
1320,Zhen
1321,Sheng
1322,Kong
1323,Sheng
1324,Hui
1325,Guang
1326,Fang
1327,Shi
1328,Huan
1329,Feng
1330,Guang
1331,You
1332,Dong
1333,Guo
1334,On
1335,Park
1336,Li
1337,Shaiming
1338,Guang
1339,Cai
1340,Fang
1341,Sun
1342,Lee
1343,Hui
1344,Jin
1345,Chen
1346,Jing
1347,Zhu
1348,Ming
1349,Qiang
1350,Chan
1351,Long
1352,Qiang
1353,Song
1354,Dewei
1355,Ning
1356,"Li Qin"
1357,Jie
1358,Dewei
1359,Ming
1360,Wang
1361,Dewei
1362,Shaiming
1363,Li
1364,Hui
1365,Wei
1366,Hsin
1367,Sheng
1368,Ni
1369,Yul
1370,Shen
1371,Cong
1372,Ping
1373,Ho
1374,Ho
1375,De
1376,Yuan
1377,Li
1378,Bo
1379,Liang
1380,Fai
1381,Jian
1382,Qi
1383,Jun
1384,"Lin Yao"
1385,Lan
1386,Chen
1387,Xiong
1388,Shaiming
1389,Sying
1390,Li
1391,Wei
1392,Yong
1393,Feng
1394,Fang
1395,Long
1396,Guang
1397,Chang
1398,You
1399,Hsin
1400,Hsin
1401,Ye
1402,Bao
1403,Lan
1404,Cheng
1405,"Xiao Chen"
1406,Sheng
1407,"Yue Yan"
1408,Fai
1409,Jin
1410,Hsin
1411,Shaiming
1412,Dewei
1413,Kuan-Yin
1414,Guan-yin
1415,Qiang
1416,Jin
1417,Peng
1418,Long
1419,Tain
1420,Li
1421,Jin
1422,Rong
1423,Kong
1424,Ling
1425,E
1426,On
1427,Kang
1428,Gang
1429,Chen
1430,"Huan Yue"
1431,"Lin Yao"
1432,Kuan-Yin
1433,Da-Xia
1434,Kong
1435,Hui
1436,Dong
1437,Jin
1438,Cong
1439,On
1440,Liang
1441,Yi
1442,Chung
1443,Kuan-Yin
1444,Xiu
1445,Kong
1446,Shen
1447,Xia
1448,E
1449,Yong
1450,Tao
1451,Meng
1452,Ho
1453,Ho
1454,Mei
1455,Chan
1456,Jin
1457,Feng
1458,Long
1459,Sun
1460,Tain
1461,Ning
1462,You
1463,Shi
1464,Guo
1465,Ho
1466,Manchu
1467,Jiao
1468,Cheng
1469,Mee
1470,Kong
1471,Manchu
1472,Jian
1473,Kuan-Yin
1474,Ju
1475,Xiu
1476,Chung
1477,On
1478,"Huan Yue"
1479,Jin
1480,"Yue Yan"
1481,Chan
1482,Shi
1483,Kong
1484,Song
1485,Xiong
1486,Hui
1487,Kang
1488,"Li Rong"
1489,Liang
1490,Lixue
1491,Chen
1492,Shuang
1493,You
1494,Cong
1495,Hu
1496,Da-Xia
1497,Shing
1498,Zhi
1499,Wen
1500,Wei
1501,Ning
1502,Jian
1503,Kang
1504,Meng
1505,Li
1506,Yuan
1507,Dewei
1508,Ye
1509,Jun
1510,Heng
1511,"Yi Ze"
1512,Wan
1513,Yong
1514,Lee
1515,Cai
1516,Wen
1517,Lok
1518,You
1519,Mei
1520,Wang
1521,Ye
1522,"Xiao Chen"
1523,Chan
1524,"Fang Yin"
1525,Kang
1526,Chow
1527,Jun
1528,Jian
1529,Lok
1530,Dong
1531,Lei
1532,"Yue Ying"
1533,Jie
1534,De
1535,Chan
1536,De
1537,Lei
1538,Wen
1539,Wen
1540,Sheng
1541,Shaiming
1542,Sun
1543,Shi
1544,Bo
1545,Cong
1546,Yi
1547,Hu
1548,Lixue
1549,Bao
1550,Ming
1551,Qiong
1552,Kong
1553,Feng
1554,Peng
1555,Mee
1556,"Li Wei"
1557,De
1558,Fang
1559,Yong
1560,Jun
1561,Ning
1562,Yul
1563,Shi
1564,Sheng
1565,Song
1566,Hu
1567,Fai
1568,Peng
1569,De
1570,Mei
1571,Huan
1572,Chyou
1573,Fai
1574,Cui
1575,"Li Wei"
1576,De
1577,Yi
1578,Long
1579,Ning
1580,Hua
1581,Ni
1582,Yuan
1583,Lian
1584,Kong
1585,Dong
1586,An
1587,Xiong
1588,"Fang Yin"
1589,Ai
1590,Jian
1591,Zhu
1592,Song
1593,Qing
1594,Guang
1595,Xiong
1596,Chang
1597,Shen
1598,Jin
1599,Zhu
1600,Bo
1601,Cui
1602,Cong
1603,Dewei
1604,Manchu
1605,Peng
1606,"Li Na"
1607,Bao
1608,Jian
1609,Dong
1610,Kong
1611,Chen
1612,Cheng
1613,Chow
1614,Shaiming
1615,An
1616,Chen
1617,Lei
1618,Jin
1619,Yi
1620,Kong
1621,Yu
1622,Sun
1623,Park
1624,Wu
1625,On
1626,Wei
1627,Wu
1628,Dewei
1629,Shing
1630,Wei
1631,An
1632,Feng
1633,Shaiming
1634,Jun
1635,Chi
1636,Wei
1637,Shing
1638,Ye
1639,Bo
1640,Lei
1641,Qi
1642,Ye
1643,Liang
1644,Chyou
1645,Ying
1646,Cong
1647,Wang
1648,"Chan Juan"
1649,Ying
1650,Dewei
1651,Xian
1652,"Xiao Chen"
1653,Bo
1654,De
1655,Wen
1656,Bo
1657,"Xia He"
1658,You
1659,Yi
1660,Liang
1661,Ju
1662,Yuan
1663,Chen
1664,"Yi Jie"
1665,Xue
1666,Qiang
1667,Hsin
1668,Qian
1669,Li
1670,Shing
1671,Shaiming
1672,Wen
1673,"Jia Li"
1674,Yong
1675,Ye
1676,Meng
1677,Tain
1678,Yul
1679,Wang
1680,Peng
1681,Lok
1682,Zhen
1683,Xiuxiu
1684,Qiong
1685,Shing
1686,Xue
1687,Hui
1688,Qiao
1689,You
1690,Rong
1691,Cai
1692,Long
1693,Hui
1694,Shaiming
1695,You
1696,Dong
1697,Xia
1698,Wei
1699,An
1700,Ling
1701,Chung
1702,Wei
1703,Dewei
1704,Fai
1705,"Li Qin"
1706,Chung
1707,Lok
1708,Dewei
1709,Sying
1710,Kang
1711,Ming
1712,Qiao
1713,Xiuxiu
1714,Qiang
1715,Wu
1716,Ning
1717,Lok
1718,Xiong
1719,Peng
1720,Ying
1721,Cong
1722,Bo
1723,Wen
1724,"Hui Ying"
1725,Tain
1726,Shen
1727,Song
1728,Lok
1729,Cong
1730,Wei
1731,Jian
1732,Qiang
1733,Jie
1734,"Xia He"
1735,Sying
1736,Guo
1737,Gang
1738,Chen
1739,"Xia He"
1740,"Li Ming"
1741,Hsin
1742,Sun
1743,"Chan Juan"
1744,Ning
1745,Lee
1746,De
1747,Xiuxiu
1748,"Qing Yuan"
1749,Chyou
1750,De
1751,Bo
1752,Jing
1753,Hu
1754,Fai
1755,"Yi Ze"
1756,Bo
1757,Cai
1758,Chan
1759,Hsin
1760,On
1761,Hsin
1762,Dong
1763,Genji
1764,"Qing Yuan"
1765,Jie
1766,Wei
1767,Guang
1768,Fai
1769,Zhen
1770,Bao
1771,Shi
1772,Lok
1773,Jian
1774,Wu
1775,Shen
1776,Cong
1777,Meng
1778,Dai
1779,Manchu
1780,Dong
1781,Guang
1782,Wei
1783,Qian
1784,You
1785,Lok
1786,Cong
1787,Chung
1788,Lei
1789,Lok
1790,Guang
1791,Sun
1792,Yi
1793,Dong
1794,Wang
1795,Yi
1796,Manchu
1797,Wei
1798,An
1799,Wu
1800,Park
1801,Shing
1802,Jin
1803,Cheng
1804,Lee
1805,Wang
1806,Wu
1807,Dong
1808,Wei
1809,Kong
1810,Mulan
1811,Xiuxiu
1812,Jian
1813,Yong
1814,Yul
1815,Bo
1816,Dong
1817,Xiong
1818,Hu
1819,Jin
1820,Lian
1821,Wang
1822,Park
1823,Guo
1824,Guang
1825,Tain
1826,Jin
1827,Tao
1828,Jie
1829,Hui
1830,Ju
1831,Song
1832,Feng
1833,Wu
1834,Ye
1835,Bo
1836,Chi
1837,Zhen
1838,Cheng
1839,Yuan
1840,Xiong
1841,"Yi Ze"
1842,Bo
1843,Qian
1844,Heng
1845,Liang
1846,Yi
1847,Ning
1848,Guo
1849,Li
1850,"Li Rong"
1851,Mulan
1852,Sheng
1853,Jian
1854,Xiong
1855,"Yue Yan"
1856,Yong
1857,Fai
1858,"Zhen Juan"
1859,Zhen
1860,On
1861,Shu
1862,On
1863,Ye
1864,Chung
1865,Yong
1866,Lei
1867,Na
1868,Bao
1869,Feng
1870,Hui
1871,Cai
1872,Jin
1873,Hui
1874,Shaiming
1875,Fai
1876,"Li Qin"
1877,Sun
1878,Jian
1879,Tao
1880,Jie
1881,Jin
1882,Chi
1883,"Yu Jie"
1884,Cong
1885,Liang
1886,Lok
1887,Lei
1888,"Li Hua"
1889,Ming
1890,Jian
1891,Hui
1892,Sying
1893,Jun
1894,Juan
1895,Chen
1896,Cheng
1897,Lan
1898,Bo
1899,Yi
1900,Tao
1901,Park
1902,Feng
1903,"Jiang Li"
1904,Dong
1905,Peng
1906,Jun
1907,Jie
1908,Guang
1909,Yong
1910,Wen
1911,Lee
1912,Lei
1913,Wan
1914,Jie
1915,Shen
1916,Chan
1917,Wang
1918,Chi
1919,Bo
1920,Qiang
1921,Yong
1922,Manchu
1923,Shen
1924,Dai
1925,Chow
1926,On
1927,"Xiao Hong"
1928,Shaiming
1929,Jie
1930,Liang
1931,Jian
1932,Guan-yin
1933,"Xue Fang"
1934,Lili
1935,Ting
1936,Yuan
1937,Wu
1938,On
1939,Hua
1940,"Jia Li"
1941,Ye
1942,"Jia Li"
1943,Fai
1944,Kong
1945,Chi
1946,Xiong
1947,Lian
1948,On
1949,Donglu
1950,Cui
1951,Zi
1952,Xiaoming
1953,Guo
1954,Dan
1955,Chan
1956,Xiang
1957,Ye
1958,Jun
1959,Feng
1960,Zhen
1961,Peng
1962,Li
1963,Feng
1964,Zhen
1965,Meng
1966,Tain
1967,Long
1968,Jian
1969,Wang
1970,Guang
1971,"Fang Yin"
1972,Feng
1973,Shing
1974,Kang
1975,Dewei
1976,Shi
1977,Ho
1978,Fai
1979,Bao
1980,Guang
1981,Lian
1982,Shing
1983,Tain
1984,Hua
1985,"Li Rong"
1986,"Yi Jie"
1987,Yan
1988,De
1989,Jian
1990,Chow
1991,"Yi Min"
1992,Lei
1993,Wang
1994,Yul
1995,Jing
1996,Sying
1997,Song
1998,Xian
1999,Zhen
2000,Zhen
2001,Ning
2002,Cong
2003,Fai
2004,"Yi Min"
